SMT Query ID ,VC Name
         190 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7545:17: arrayNoDuplicates (non-negative measure)
         191 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7549:42: arrayNoDuplicates (measure decreases)
         192 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7549:42: arrayNoDuplicates (precond. (call arrayNoDuplicates(a, from + 1, Cons[L... (require 1/4)))"
         193 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7549:42: arrayNoDuplicates (precond. (call arrayNoDuplicates(a, from + 1, Cons[L... (require 2/4)))"
         194 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7549:42: arrayNoDuplicates (precond. (call arrayNoDuplicates(a, from + 1, Cons[L... (require 3/4)))"
         195 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7549:42: arrayNoDuplicates (precond. (call arrayNoDuplicates(a, from + 1, Cons[L... (require 4/4)))"
         196 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:12: arrayNoDuplicates (measure decreases)
         197 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:12: arrayNoDuplicates (precond. (call arrayNoDuplicates(a, from + 1, acc) (require 1/4)))"
         198 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:12: arrayNoDuplicates (precond. (call arrayNoDuplicates(a, from + 1, acc) (require 2/4)))"
         199 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:12: arrayNoDuplicates (precond. (call arrayNoDuplicates(a, from + 1, acc) (require 3/4)))"
         200 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:12: arrayNoDuplicates (precond. (call arrayNoDuplicates(a, from + 1, acc) (require 4/4)))"
         201 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:33: arrayNoDuplicates (array index within bounds)
         202 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:33: arrayNoDuplicates (array index within bounds)
         203 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:33: arrayNoDuplicates (array index within bounds)
         204 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7550:33: arrayNoDuplicates (array index within bounds)
         205 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7532:17: arrayScanForKey (non-negative measure)
         206 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7535:12: arrayScanForKey (measure decreases)
         207 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7535:12: arrayScanForKey (postcondition)
         208 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7535:12: arrayScanForKey (precond. (call arrayScanForKey(a, k, from + 1) (require 1/2)))"
         209 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7535:12: arrayScanForKey (precond. (call arrayScanForKey(a, k, from + 1) (require 2/2)))"
         210 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7536:56: arrayScanForKey (array index within bounds)
         211 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7568:17: arraysEqualsFromTo (non-negative measure)
         212 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7574:9: arraysEqualsFromTo (measure decreases)
         213 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7574:9: arraysEqualsFromTo (precond. (call arraysEqualsFromTo(a1, a2, from + 1, to)))"
         214 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7574:36: arraysEqualsFromTo (array index within bounds)
         215 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7574:36: arraysEqualsFromTo (array index within bounds)
         216 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:108:7: computeNewMask (postcondition)
         217 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:104:7: computeNewMaskWhile (measure decreases)
         218 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:104:7: computeNewMaskWhile (postcondition)
         219 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:104:14: computeNewMaskWhile (non-negative measure)
         220 ,"./src/main/scala/ch/epfl/chassot/ListLongMap.scala:43:15: contains (precond. (call containsKey[B](thiss.toList, key)))"
         221 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:45:7: contains (body assertion: Inlined precondition of lemmaContainsKeyImpliesGetValueByKeyDefined)
         222 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:45:7: contains (precond. (call lemmaContainsKeyImpliesGetValueByKeyD...))
         223 ,./src/main/scala/ch/epfl/chassot/ListLongMap.scala:47:5: contains (postcondition)
         224 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:60:9: contains (postcondition)
         225 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:62:7: contains (precond. (call contains[V](thiss.underlying.v, key)))"
         226 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:63:41: contains (precond. (call map[V](thiss)))
         227 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:426:21: contains (postcondition)
         228 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:427:38: contains (postcondition)
         229 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:429:28: contains (precond. (call seekEntry(key, thiss._keys, thiss.mask) (require 1/3)))"
         230 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:429:28: contains (precond. (call seekEntry(key, thiss._keys, thiss.mask) (require 2/3)))"
         231 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:429:28: contains (precond. (call seekEntry(key, thiss._keys, thiss.mask) (require 3/3)))"
         232 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:432:23: contains (body assertion: Inlined precondition (1/4) of lemmaArrayContainsFromImpliesContainsFromZero)
         233 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:432:23: contains (body assertion: Inlined precondition (2/4) of lemmaArrayContainsFromImpliesContainsFromZero)
         234 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:432:23: contains (body assertion: Inlined precondition (3/4) of lemmaArrayContainsFromImpliesContainsFromZero)
         235 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:432:23: contains (body assertion: Inlined precondition (4/4) of lemmaArrayContainsFromImpliesContainsFromZero)
         236 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:432:23: contains (precond. (call lemmaArrayContainsFromImpliesContains... (require 1/4)))
         237 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:432:23: contains (precond. (call lemmaArrayContainsFromImpliesContains... (require 2/4)))
         238 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:432:23: contains (precond. (call lemmaArrayContainsFromImpliesContains... (require 3/4)))
         239 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:432:23: contains (precond. (call lemmaArrayContainsFromImpliesContains... (require 4/4)))
         240 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (1/10) of lemmaValidKeyInArrayIsInListMap)
         241 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (10/10) of lemmaValidKeyInArrayIsInListMap)
         242 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (2/10) of lemmaValidKeyInArrayIsInListMap)
         243 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (3/10) of lemmaValidKeyInArrayIsInListMap)
         244 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (4/10) of lemmaValidKeyInArrayIsInListMap)
         245 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (5/10) of lemmaValidKeyInArrayIsInListMap)
         246 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (6/10) of lemmaValidKeyInArrayIsInListMap)
         247 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (7/10) of lemmaValidKeyInArrayIsInListMap)
         248 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (8/10) of lemmaValidKeyInArrayIsInListMap)
         249 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (body assertion: Inlined precondition (9/10) of lemmaValidKeyInArrayIsInListMap)
         250 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 1/10)))
         251 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 10/10)))
         252 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 2/10)))
         253 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 3/10)))
         254 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 4/10)))
         255 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 5/10)))
         256 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 6/10)))
         257 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 7/10)))
         258 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 8/10)))
         259 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:434:15: contains (precond. (call lemmaValidKeyInArrayIsInListMap[V](_k... (require 9/10)))
         260 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:445:13: contains (postcondition)
         261 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 1/9)))"
         262 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 2/9)))"
         263 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 3/9)))"
         264 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 4/9)))"
         265 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 5/9)))"
         266 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 6/9)))"
         267 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 7/9)))"
         268 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 8/9)))"
         269 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:450:17: contains (precond. (call getCurrentListMap[V](thiss._keys, thi... (require 9/9)))"
         270 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (1/9) of lemmaKeyInListMapIsInArray)
         271 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (2/9) of lemmaKeyInListMapIsInArray)
         272 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (3/9) of lemmaKeyInListMapIsInArray)
         273 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (4/9) of lemmaKeyInListMapIsInArray)
         274 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (5/9) of lemmaKeyInListMapIsInArray)
         275 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (6/9) of lemmaKeyInListMapIsInArray)
         276 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (7/9) of lemmaKeyInListMapIsInArray)
         277 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (8/9) of lemmaKeyInListMapIsInArray)
         278 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (body assertion: Inlined precondition (9/9) of lemmaKeyInListMapIsInArray)
         279 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 1/9)))"
         280 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 2/9)))"
         281 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 3/9)))"
         282 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 4/9)))"
         283 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 5/9)))"
         284 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 6/9)))"
         285 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 7/9)))"
         286 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 8/9)))"
         287 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:463:17: contains (precond. (call lemmaKeyInListMapIsInArray[V](_keys, ... (require 9/9)))"
         288 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:473:25: contains (precond. (call arrayScanForKey(thiss._keys, key, 0) (require 1/2)))"
         289 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:473:25: contains (precond. (call arrayScanForKey(thiss._keys, key, 0) (require 2/2)))"
         290 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (body assertion: Inlined precondition (1/5) of lemmaArrayForallSeekEntryOrOpenFoundFromSmallerThenFromBigger)
         291 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (body assertion: Inlined precondition (2/5) of lemmaArrayForallSeekEntryOrOpenFoundFromSmallerThenFromBigger)
         292 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (body assertion: Inlined precondition (3/5) of lemmaArrayForallSeekEntryOrOpenFoundFromSmallerThenFromBigger)
         293 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (body assertion: Inlined precondition (4/5) of lemmaArrayForallSeekEntryOrOpenFoundFromSmallerThenFromBigger)
         294 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (body assertion: Inlined precondition (5/5) of lemmaArrayForallSeekEntryOrOpenFoundFromSmallerThenFromBigger)
         295 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (precond. (call lemmaArrayForallSeekEntryOrOpenFoundF... (require 1/5)))
         296 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (precond. (call lemmaArrayForallSeekEntryOrOpenFoundF... (require 2/5)))
         297 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (precond. (call lemmaArrayForallSeekEntryOrOpenFoundF... (require 3/5)))
         298 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (precond. (call lemmaArrayForallSeekEntryOrOpenFoundF... (require 4/5)))
         299 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:474:17: contains (precond. (call lemmaArrayForallSeekEntryOrOpenFoundF... (require 5/5)))
         300 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:475:17: contains (body assertion: Inlined precondition (1/5) of lemmaSeekEntryOrOpenFindsThenSeekEntryFinds)
         301 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:475:17: contains (body assertion: Inlined precondition (2/5) of lemmaSeekEntryOrOpenFindsThenSeekEntryFinds)
         302 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:475:17: contains (body assertion: Inlined precondition (3/5) of lemmaSeekEntryOrOpenFindsThenSeekEntryFinds)
         303 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:475:17: contains (body assertion: Inlined precondition (4/5) of lemmaSeekEntryOrOpenFindsThenSeekEntryFinds)
